,view_rate,date,start time,finish time
꽃길만 걸어요,13.5,20191101,저녁8:30, 9:00
태양의 계절 (드라마),12.2,20191101,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.4,20191101,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,8.75,20191101,밤11:10, 12:50
TV는 사랑을 싣고,8.0,20191101,오전10:40, 11:50
수상한 장모,7.2,20191101,아침8:35, 9:10
인간극장,7.0,20191101,아침7:50, 8:25
6시 내고향,7.0,20191101,저녁6시, 7시
아침마당,6.8,20191101,8시25분, 오전 9시 30분
KBS 뉴스 7,6.6,20191101,저녁7시, 7시 40분
사랑은 뷰티풀 인생은 원더풀,18.3,20191102,저녁7:55, 밤 9:15
배가본드 (드라마),11.45,20191102,밤10:00, 11:10
정글의 법칙,9.0,20191102,밤9:00, 10:00
불후의 명곡,8.3,20191102,매주 일요일 오후 5시 30분,에러
두 번은 없다,8.125,20191102,밤9:05, 11:05
김영철의 동네 한 바퀴,7.5,20191102,저녁7:10, 8:00
시니어토크쇼 황금연못,7.3,20191102,,에러
노래가 좋아,7.0,20191102,저녁8:30, 9:25
아는 형님,6.835,20191102,밤9:00, 10:40
걸어서 세계속으로,6.5,20191102,아침9:40, 10:30
사랑은 뷰티풀 인생은 원더풀,21.049999999999997,20191103,저녁7:55, 밤 9:15
미운 우리 새끼,18.433333333333334,20191103,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.2,20191103,오후9:15, 11:10
집사부일체,10.4,20191103,저녁6:25, 7:55
전국노래자랑,8.1,20191103,일요일낮, 1:20
TV 동물농장,7.9,20191103,일요일오전, 10:50
사장님 귀는 당나귀 귀,7.8,20191103,오후5:00, 6:30
런닝맨 (텔레비전 프로그램),7.2,20191103,오후5:00, 6:25
미스터리 음악쇼 복면가왕,6.75,20191103,저녁6:15, 7:55
KBS 뉴스 12,6.7,20191103,낮12시, 오후 1시
꽃길만 걸어요,14.4,20191104,저녁8:30, 9:00
KBS 뉴스 9,10.1,20191104,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,9.0,20191104,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
인간극장,8.9,20191104,아침7:50, 8:25
VIP (드라마),8.25,20191104,밤10:00, 11:10
가요무대,8.0,20191104,밤10:00, 10:50
아침마당,7.4,20191104,8시25분, 오전 9시 30분
6시 내고향,7.4,20191104,저녁6시, 7시
생활의 달인,7.3,20191104,밤8:55, 9:40
동상이몽 2,7.3,20191104,밤10:40, 12:00
꽃길만 걸어요,14.1,20191105,저녁8:30, 9:00
KBS 뉴스 9,9.7,20191105,밤9시, 10시매주 주말 밤 9시 
VIP (드라마),9.45,20191105,밤10:00, 11:10
인간극장,8.3,20191105,아침7:50, 8:25
KBS 뉴스 7,8.0,20191105,저녁7시, 7시 40분
6시 내고향,7.8,20191105,저녁6시, 7시
수상한 장모,7.6,20191105,아침8:35, 9:10
우아한 모녀,7.5,20191105,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
아침마당,7.1,20191105,8시25분, 오전 9시 30분
이웃집 찰스,6.7,20191105,,에러
동백꽃 필 무렵,17.1,20191106,밤10:00, 11:10
꽃길만 걸어요,12.5,20191106,저녁8:30, 9:00
살림하는 남자들,9.8,20191106,밤9:15, 10:30
우아한 모녀,9.1,20191106,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
인간극장,8.8,20191106,아침7:50, 8:25
KBS 뉴스 9,8.6,20191106,밤9시, 10시매주 주말 밤 9시 
아침마당,8.0,20191106,8시25분, 오전 9시 30분
6시 내고향,7.3,20191106,저녁6시, 7시
수상한 장모,7.1,20191106,아침8:35, 9:10
황금어장 라디오스타의 에피소드 목록,6.5,20191106,에러,에러
동백꽃 필 무렵,18.1,20191107,밤10:00, 11:10
꽃길만 걸어요,12.6,20191107,저녁8:30, 9:00
KBS 뉴스 9,9.1,20191107,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,8.4,20191107,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
한국인의 밥상,8.0,20191107,,에러
수상한 장모,7.7,20191107,아침8:35, 9:10
2019년 WBSC 프리미어 12,7.6,20191107,,에러
6시 내고향,7.5,20191107,저녁6시, 7시
KBS 뉴스 7,7.5,20191107,저녁7시, 7시 40분
인간극장,7.3,20191107,아침7:50, 8:25
꽃길만 걸어요,12.9,20191108,저녁8:30, 9:00
나 혼자 산다,9.850000000000001,20191108,밤11:10, 12:50
KBS 뉴스 9,9.3,20191108,밤9시, 10시매주 주말 밤 9시 
인간극장,8.5,20191108,아침7:50, 8:25
2019년 WBSC 프리미어 12,8.2,20191108,,에러
아침마당,8.1,20191108,8시25분, 오전 9시 30분
우아한 모녀,8.1,20191108,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
6시 내고향,7.5,20191108,저녁6시, 7시
TV는 사랑을 싣고,7.4,20191108,오전10:40, 11:50
KBS 뉴스 7,7.2,20191108,저녁7시, 7시 40분
사랑은 뷰티풀 인생은 원더풀,17.3,20191109,저녁7:55, 밤 9:15
배가본드 (드라마),10.266666666666666,20191109,밤10:00, 11:10
김영철의 동네 한 바퀴,7.3,20191109,저녁7:10, 8:00
노래가 좋아,7.3,20191109,저녁8:30, 9:25
놀면 뭐하니?,7.15,20191109,저녁6:30, 7:55
정글의 법칙,6.9,20191109,밤9:00, 10:00
시니어토크쇼 황금연못,6.7,20191109,,에러
그것이 알고싶다,6.4,20191109,밤11:00, 12:30
두 번은 없다,6.366666666666667,20191109,밤9:05, 11:05
불후의 명곡,6.0,20191109,매주 일요일 오후 5시 30분,에러
사랑은 뷰티풀 인생은 원더풀,21.549999999999997,20191110,저녁7:55, 밤 9:15
미운 우리 새끼,16.7,20191110,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.85,20191110,오후9:15, 11:10
TV 동물농장,8.95,20191110,일요일오전, 10:50
사장님 귀는 당나귀 귀,8.1,20191110,오후5:00, 6:30
KBS 뉴스 9,7.9,20191110,밤9시, 10시매주 주말 밤 9시 
집사부일체,7.9,20191110,저녁6:25, 7:55
전국노래자랑,7.8,20191110,일요일낮, 1:20
뭉쳐야 찬다,7.775,20191110,저녁7:40, 9:35
송가인,7.45,20191110,,에러
꽃길만 걸어요,14.5,20191111,저녁8:30, 9:00
2019년 WBSC 프리미어 12,10.3,20191111,,에러
인간극장,9.6,20191111,아침7:50, 8:25
우아한 모녀,9.5,20191111,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
아침마당,8.6,20191111,8시25분, 오전 9시 30분
우리말 겨루기,8.5,20191111,저녁7:40, 8:25
KBS 뉴스 9,8.1,20191111,밤9시, 10시매주 주말 밤 9시 
동상이몽 2,7.55,20191111,밤10:40, 12:00
KBS 뉴스 7,7.1,20191111,저녁7시, 7시 40분
가요무대,7.1,20191111,밤10:00, 10:50
꽃길만 걸어요,12.8,20191112,저녁8:30, 9:00
우아한 모녀,9.8,20191112,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,9.2,20191112,밤9시, 10시매주 주말 밤 9시 
WBSC 프리미어 12,7.9,20191112,,에러
인간극장,7.1,20191112,아침7:50, 8:25
6시 내고향,7.0,20191112,저녁6시, 7시
아침마당,6.6,20191112,8시25분, 오전 9시 30분
조선로,6.300000000000001,20191112,에러,에러
아내의 맛,6.261,20191112,밤10시, 12시
KBS 뉴스 7,6.2,20191112,저녁7시, 7시 40분
동백꽃 필 무렵,20.450000000000003,20191113,밤10:00, 11:10
꽃길만 걸어요,13.6,20191113,저녁8:30, 9:00
살림하는 남자들,9.7,20191113,밤9:15, 10:30
KBS 뉴스 9,9.0,20191113,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,9.0,20191113,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
아침마당,8.5,20191113,8시25분, 오전 9시 30분
인간극장,8.3,20191113,아침7:50, 8:25
6시 내고향,7.3,20191113,저녁6시, 7시
KBS 뉴스 7,6.6,20191113,저녁7시, 7시 40분
백종원의 골목식당,6.15,20191113,밤10:35,
동백꽃 필 무렵,16.95,20191114,밤10:00, 11:10
꽃길만 걸어요,14.7,20191114,저녁8:30, 9:00
KBS 뉴스 9,10.8,20191114,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,9.6,20191114,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
(2022 카타르 월드컵 2차예선) 대한민국vs레바논 예고,9.452,20191114,에러,에러
한국인의 밥상,8.0,20191114,,에러
인간극장,7.6,20191114,아침7:50, 8:25
순간포착 세상에 이런일이,7.5,20191114,밤8:55, 9:40
KBS 뉴스 7,7.2,20191114,저녁7시, 7시 40분
6시 내고향,6.8,20191114,저녁6시, 7시
꽃길만 걸어요,12.5,20191115,저녁8:30, 9:00
우아한 모녀,10.3,20191115,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
2019년 WBSC 프리미어 12,8.9,20191115,,에러
KBS 뉴스 9,8.7,20191115,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,8.55,20191115,밤11:10, 12:50
인간극장,8.2,20191115,아침7:50, 8:25
TV는 사랑을 싣고,7.8,20191115,오전10:40, 11:50
6시 내고향,7.7,20191115,저녁6시, 7시
아침마당,7.6,20191115,8시25분, 오전 9시 30분
KBS 뉴스 7,6.7,20191115,저녁7시, 7시 40분
