,view_rate,date,start time,finish time
KBS 뉴스 9,10.7,20190612,밤9시, 10시매주 주말 밤 9시 
인간극장,9.3,20190612,아침7:50, 8:25
여름아 부탁해,15.3,20190613,저녁8:30, 9:00
KBS 뉴스 9,10.4,20190613,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,8.75,20190613,밤8:55, 9:40
여름아 부탁해,14.6,20190614,저녁8:30, 9:00
KBS 뉴스 9,10.9,20190614,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,10.899999999999999,20190614,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,24.0,20190615,,에러
대한민국의 스포츠 중계권,13.9,20190615,에러,에러
정글의 법칙,10.85,20190615,밤9:00, 10:00
세상에서 제일 예쁜 내 딸,28.55,20190616,,에러
미운 우리 새끼,19.633333333333333,20190616,밤9:05, 11:05
대한민국의 스포츠 중계권,14.6,20190616,에러,에러
여름아 부탁해,15.2,20190617,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190617,밤9시, 10시매주 주말 밤 9시 
가요무대,9.5,20190617,밤10:00, 10:50
여름아 부탁해,16.3,20190618,저녁8:30, 9:00
KBS 뉴스 9,11.7,20190618,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.1,20190618,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.1,20190619,저녁8:30, 9:00
KBS 뉴스 9,11.3,20190619,밤9시, 10시매주 주말 밤 9시 
아침마당,9.5,20190619,8시25분, 오전 9시 30분
여름아 부탁해,15.8,20190620,저녁8:30, 9:00
KBS 뉴스 9,9.5,20190620,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.5,20190620,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.0,20190621,저녁8:30, 9:00
나 혼자 산다,11.35,20190621,밤11:10, 12:50
KBS 뉴스 9,10.7,20190621,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,25.1,20190622,,에러
정글의 법칙,9.2,20190622,밤9:00, 10:00
KBS 뉴스 9,9.2,20190622,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,21.766666666666666,20190623,,에러
미운 우리 새끼,21.26666666666667,20190623,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.7,20190623,오후9:15, 11:10
여름아 부탁해,15.7,20190624,저녁8:30, 9:00
KBS 뉴스 9,11.6,20190624,밤9시, 10시매주 주말 밤 9시 
가요무대,9.8,20190624,밤10:00, 10:50
여름아 부탁해,16.4,20190625,저녁8:30, 9:00
KBS 뉴스 9,11.2,20190625,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.3,20190625,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.8,20190626,저녁8:30, 9:00
KBS 뉴스 9,10.5,20190626,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.7,20190626,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.8,20190627,저녁8:30, 9:00
KBS 뉴스 9,10.8,20190627,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.1,20190627,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.3,20190628,저녁8:30, 9:00
KBS 뉴스 9,11.5,20190628,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,10.7,20190628,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,24.75,20190629,,에러
시니어토크쇼 황금연못,9.3,20190629,,에러
정글의 법칙,9.1,20190629,밤9:00, 10:00
세상에서 제일 예쁜 내 딸,28.1,20190630,,에러
미운 우리 새끼,20.233333333333334,20190630,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.5,20190630,오후9:15, 11:10
여름아 부탁해,16.3,20190701,저녁8:30, 9:00
KBS 뉴스 9,11.9,20190701,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.4,20190701,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.7,20190702,저녁8:30, 9:00
태양의 계절 (드라마),9.9,20190702,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,9.8,20190702,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,15.9,20190703,저녁8:30, 9:00
KBS 뉴스 9,10.3,20190703,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.7,20190703,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.4,20190704,저녁8:30, 9:00
KBS 뉴스 9,10.0,20190704,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.4,20190704,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.3,20190705,저녁8:30, 9:00
나 혼자 산다,10.8,20190705,밤11:10, 12:50
KBS 뉴스 9,10.6,20190705,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,24.35,20190706,,에러
KBS 뉴스 9,9.2,20190706,밤9시, 10시매주 주말 밤 9시 
정글의 법칙,8.0,20190706,밤9:00, 10:00
세상에서 제일 예쁜 내 딸,28.05,20190707,,에러
미운 우리 새끼,19.099999999999998,20190707,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.350000000000001,20190707,오후9:15, 11:10
여름아 부탁해,16.1,20190708,저녁8:30, 9:00
KBS 뉴스 9,10.7,20190708,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.5,20190708,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.2,20190709,저녁8:30, 9:00
태양의 계절 (드라마),10.2,20190709,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.1,20190709,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,16.5,20190710,저녁8:30, 9:00
KBS 뉴스 9,11.6,20190710,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.4,20190710,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.4,20190711,저녁8:30, 9:00
태양의 계절 (드라마),9.9,20190711,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
봄밤,9.75,20190711,8시55분," 10시 5분  매주 월, 화 밤 10시"
여름아 부탁해,16.6,20190712,저녁8:30, 9:00
나 혼자 산다,10.95,20190712,밤11:10, 12:50
KBS 뉴스 9,10.7,20190712,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,23.1,20190713,,에러
정글의 법칙,9.2,20190713,밤9:00, 10:00
KBS 뉴스 9,8.4,20190713,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,27.1,20190714,,에러
미운 우리 새끼,17.233333333333334,20190714,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.3,20190714,오후9:15, 11:10
여름아 부탁해,17.1,20190715,저녁8:30, 9:00
KBS 뉴스 9,12.2,20190715,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.8,20190715,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.1,20190716,저녁8:30, 9:00
KBS 뉴스 9,11.9,20190716,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.7,20190716,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.6,20190717,저녁8:30, 9:00
KBS 뉴스 9,11.7,20190717,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.4,20190717,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.5,20190718,저녁8:30, 9:00
KBS 뉴스 9,11.0,20190718,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.4,20190718,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.7,20190719,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190719,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,10.4,20190719,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,25.299999999999997,20190720,,에러
호텔 델루나,9.478,20190720,9시10분, 10시 40분
그것이 알고싶다,9.4,20190720,밤11:00, 12:30
세상에서 제일 예쁜 내 딸,28.45,20190721,,에러
미운 우리 새끼,17.866666666666664,20190721,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.25,20190721,오후9:15, 11:10
여름아 부탁해,18.2,20190722,저녁8:30, 9:00
KBS 뉴스 9,12.7,20190722,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.0,20190722,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.6,20190723,저녁8:30, 9:00
KBS 뉴스 9,11.1,20190723,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.0,20190723,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.9,20190724,저녁8:30, 9:00
KBS 뉴스 9,12.2,20190724,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.1,20190724,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.5,20190725,저녁8:30, 9:00
KBS 뉴스 9,11.4,20190725,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.1,20190725,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,16.6,20190726,저녁8:30, 9:00
팀 K리그 VS 유벤투스 FC,11.6,20190726,에러,에러
나 혼자 산다,10.600000000000001,20190726,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,25.5,20190727,,에러
그것이 알고싶다,11.1,20190727,밤11:00, 12:30
의사요한,9.9,20190727,밤10:00, 11:10
세상에서 제일 예쁜 내 딸,27.950000000000003,20190728,,에러
미운 우리 새끼,18.633333333333336,20190728,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.8,20190728,오후9:15, 11:10
여름아 부탁해,16.3,20190729,저녁8:30, 9:00
KBS 뉴스 9,11.6,20190729,밤9시, 10시매주 주말 밤 9시 
동상이몽 2,9.7,20190729,밤10:40, 12:00
여름아 부탁해,18.6,20190730,저녁8:30, 9:00
KBS 뉴스 9,12.7,20190730,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.9,20190730,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.2,20190731,저녁8:30, 9:00
태양의 계절 (드라마),10.7,20190731,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,9.8,20190731,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,17.1,20190801,저녁8:30, 9:00
KBS 뉴스 9,10.0,20190801,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.1,20190801,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,15.9,20190802,저녁8:30, 9:00
KBS 뉴스 9,14.7,20190802,밤9시, 10시매주 주말 밤 9시 
의사요한,10.4,20190802,밤10:00, 11:10
세상에서 제일 예쁜 내 딸,22.75,20190803,,에러
의사요한,8.899999999999999,20190803,밤10:00, 11:10
호텔 델루나,8.772,20190803,9시10분, 10시 40분
세상에서 제일 예쁜 내 딸,26.8,20190804,,에러
미운 우리 새끼,15.633333333333331,20190804,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.899999999999999,20190804,오후9:15, 11:10
여름아 부탁해,17.2,20190805,저녁8:30, 9:00
KBS 뉴스 9,12.1,20190805,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),9.6,20190805,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,19.3,20190806,저녁8:30, 9:00
KBS 뉴스 9,13.4,20190806,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.2,20190806,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.1,20190807,저녁8:30, 9:00
KBS 뉴스 9,11.8,20190807,밤9시, 10시매주 주말 밤 9시 
아침마당,10.2,20190807,8시25분, 오전 9시 30분
여름아 부탁해,12.0,20190808,저녁8:30, 9:00
태양의 계절 (드라마),10.7,20190808,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.0,20190808,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,18.9,20190809,저녁8:30, 9:00
KBS 뉴스 9,11.8,20190809,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.7,20190809,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
세상에서 제일 예쁜 내 딸,23.5,20190810,,에러
호텔 델루나,10.266,20190810,9시10분, 10시 40분
의사요한,9.850000000000001,20190810,밤10:00, 11:10
세상에서 제일 예쁜 내 딸,27.75,20190811,,에러
미운 우리 새끼,16.666666666666668,20190811,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.899999999999999,20190811,오후9:15, 11:10
여름아 부탁해,19.4,20190812,저녁8:30, 9:00
KBS 뉴스 9,13.3,20190812,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.6,20190812,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.5,20190813,저녁8:30, 9:00
KBS 뉴스 9,11.5,20190813,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.2,20190813,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.7,20190814,저녁8:30, 9:00
태양의 계절 (드라마),11.3,20190814,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.7,20190814,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,19.5,20190815,저녁8:30, 9:00
KBS 뉴스 9,11.7,20190815,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.8,20190815,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.8,20190816,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190816,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.1,20190816,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
세상에서 제일 예쁜 내 딸,23.85,20190817,,에러
호텔 델루나,9.746,20190817,9시10분, 10시 40분
의사요한,8.5,20190817,밤10:00, 11:10
세상에서 제일 예쁜 내 딸,21.466666666666665,20190818,,에러
미운 우리 새끼,14.766666666666666,20190818,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.75,20190818,오후9:15, 11:10
여름아 부탁해,19.6,20190819,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190819,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.0,20190819,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,19.4,20190820,저녁8:30, 9:00
태양의 계절 (드라마),11.4,20190820,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.3,20190820,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,19.4,20190821,저녁8:30, 9:00
태양의 계절 (드라마),12.1,20190821,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.5,20190821,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,20.0,20190822,저녁8:30, 9:00
KBS 뉴스 9,12.9,20190822,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.3,20190822,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,19.6,20190823,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190823,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.3,20190823,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
세상에서 제일 예쁜 내 딸,25.8,20190824,,에러
호텔 델루나,9.892,20190824,9시10분, 10시 40분
시니어토크쇼 황금연못,7.5,20190824,,에러
세상에서 제일 예쁜 내 딸,21.133333333333333,20190825,,에러
미운 우리 새끼,16.766666666666666,20190825,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.55,20190825,오후9:15, 11:10
여름아 부탁해,21.4,20190826,저녁8:30, 9:00
KBS 뉴스 9,12.4,20190826,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.8,20190826,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,20.3,20190827,저녁8:30, 9:00
KBS 뉴스 9,12.4,20190827,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.7,20190827,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,18.0,20190828,저녁8:30, 9:00
태양의 계절 (드라마),11.0,20190828,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.9,20190828,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,19.4,20190829,저녁8:30, 9:00
태양의 계절 (드라마),13.1,20190829,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.2,20190829,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,19.5,20190830,저녁8:30, 9:00
태양의 계절 (드라마),11.7,20190830,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.9,20190830,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,25.7,20190831,,에러
호텔 델루나,11.255,20190831,9시10분, 10시 40분
의사요한,7.95,20190831,밤10:00, 11:10
세상에서 제일 예쁜 내 딸,29.450000000000003,20190901,,에러
미운 우리 새끼,16.7,20190901,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.6,20190901,오후9:15, 11:10
여름아 부탁해,20.5,20190902,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190902,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.8,20190902,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,20.4,20190903,저녁8:30, 9:00
태양의 계절 (드라마),12.5,20190903,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.4,20190903,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,21.5,20190904,저녁8:30, 9:00
태양의 계절 (드라마),13.1,20190904,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.1,20190904,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),13.3,20190905,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,12.7,20190905,저녁8:30, 9:00
KBS 뉴스 9,12.7,20190905,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,18.9,20190906,저녁8:30, 9:00
KBS 뉴스 9,13.5,20190906,밤9시, 10시매주 주말 밤 9시 
인간극장,9.1,20190906,아침7:50, 8:25
세상에서 제일 예쁜 내 딸,28.9,20190907,,에러
KBS 뉴스 9,9.9,20190907,밤9시, 10시매주 주말 밤 9시 
불후의 명곡,9.7,20190907,매주 일요일 오후 5시 30분,에러
세상에서 제일 예쁜 내 딸,29.5,20190908,,에러
미운 우리 새끼,16.599999999999998,20190908,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.2,20190908,오후9:15, 11:10
여름아 부탁해,20.7,20190909,저녁8:30, 9:00
KBS 뉴스 9,12.5,20190909,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),12.2,20190909,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,20.2,20190910,저녁8:30, 9:00
태양의 계절 (드라마),12.9,20190910,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
2022년 FIFA 월드컵 아시아 지역 2차 예선,11.6,20190910,,에러
여름아 부탁해,18.8,20190911,저녁8:30, 9:00
KBS 뉴스 9,11.4,20190911,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.0,20190911,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,17.1,20190912,저녁8:30, 9:00
KBS 뉴스 9,9.8,20190912,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,8.2,20190912,,에러
여름아 부탁해,15.5,20190913,저녁8:30, 9:00
KBS 뉴스 9,9.3,20190913,밤9시, 10시매주 주말 밤 9시 
내안의 그놈,8.8,20190913,,에러
세상에서 제일 예쁜 내 딸,26.6,20190914,,에러
불후의 명곡,8.95,20190914,매주 일요일 오후 5시 30분,에러
추석특선영화,8.1,20190914,에러,에러
세상에서 제일 예쁜 내 딸,30.549999999999997,20190915,,에러
미운 우리 새끼,18.400000000000002,20190915,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.25,20190915,오후9:15, 11:10
여름아 부탁해,13.149999999999999,20190916,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190916,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.8,20190916,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,21.3,20190917,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190917,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.9,20190917,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,21.0,20190918,저녁8:30, 9:00
태양의 계절 (드라마),12.6,20190918,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.5,20190918,밤9시, 10시매주 주말 밤 9시 
여름아 부탁해,13.25,20190919,저녁8:30, 9:00
