,view_rate,date,start time,finish time
사랑은 뷰티풀 인생은 원더풀,24.25,20191201,저녁7:55, 밤 9:15
미운 우리 새끼,18.3,20191201,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.45,20191201,오후9:15, 11:10
전국노래자랑,9.2,20191201,일요일낮, 1:20
미스터리 음악쇼 복면가왕,8.8,20191201,저녁6:15, 7:55
KBS 뉴스 9,8.7,20191201,밤9시, 10시매주 주말 밤 9시 
TV 동물농장,8.55,20191201,일요일오전, 10:50
사장님 귀는 당나귀 귀,8.3,20191201,오후5:00, 6:30
집사부일체,8.25,20191201,저녁6:25, 7:55
KBS 뉴스 12,7.9,20191201,낮12시, 오후 1시
꽃길만 걸어요,16.0,20191202,저녁8:30, 9:00
KBS 뉴스 9,11.9,20191202,밤9시, 10시매주 주말 밤 9시 
VIP (드라마),10.600000000000001,20191202,밤10:00, 11:10
우아한 모녀,10.0,20191202,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
인간극장,9.5,20191202,아침7:50, 8:25
우리말 겨루기,8.9,20191202,저녁7:40, 8:25
KBS 뉴스 7,8.3,20191202,저녁7시, 7시 40분
동상이몽 2,8.1,20191202,밤10:40, 12:00
6시 내고향,8.1,20191202,저녁6시, 7시
가요무대,7.9,20191202,밤10:00, 10:50
꽃길만 걸어요,15.9,20191203,저녁8:30, 9:00
VIP (드라마),12.45,20191203,밤10:00, 11:10
KBS 뉴스 9,11.3,20191203,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,10.9,20191203,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
인간극장,9.0,20191203,아침7:50, 8:25
6시 내고향,7.9,20191203,저녁6시, 7시
아침마당,7.2,20191203,8시25분, 오전 9시 30분
이웃집 찰스,6.7,20191203,,에러
불타는 청춘 (텔레비전 프로그램),6.6,20191203,밤10:40, 12:00
본격연예 한밤,6.55,20191203,밤8:55, 9:55
꽃길만 걸어요,14.4,20191204,저녁8:30, 9:00
